2687	1
2200	2
3372	3
4913	4
2165	5
44	6
2174	7
3153	8
4677	9
3469	10
4188	11
3364	12
4677	13
4144	14
1517	15
1483	16
1148	17
5643	18
516	19
35	20
88	21
3716	22
6673	23
44	24
3625	25
332	26
44	27
1577	28
44	29
1323	30
1323	31
5502	32
5341	33
123	34
6612	35
1457	36
480	37
4501	38
1830	39
1755	40
750	41
3310	42
4378	43
3196	44
1013	45
354	46
3250	47
174	48
181	49
90	50
1530	51
2	52
23	53
5941	54
1707	55
994	56
4926	57
2081	58
109	59
1812	60
937	61
1084	62
1259	63
794	64
301	65
3610	66
5499	67
79	68
2644	69
14	70
1259	71
31	72
1950	73
3527	74
1866	75
124	76
324	77
2142	78
2342	79
2756	80
372	81
1638	82
3167	83
2607	84
1267	85
2734	86
270	87
1313	88
54	89
1649	90
6134	91
366	92
33	93
6134	94
95	95
366	96
98	97
167	98
1	99
1544	100
237	101
3153	102
2411	103
1597	104
317	105
1621	106
1308	107
5812	108
4120	109
681	110
4120	111
5506	112
1996	113
5758	114
35	115
2	116
10	117
4	118
619	119
1623	120
1928	121
3033	122
4393	123
162	124
3114	125
562	126
378	127
1188	128
2446	129
1726	130
1006	131
54	132
44	133
1013	134
1217	135
3527	136
4806	137
156	138
2108	139
144	140
316	141
2865	142
3754	143
632	144
4468	145
4468	146
4468	147
1933	148
54	149
109	150
2773	151
189	152
3192	153
2563	154
2865	155
341	156
189	157
21	158
5425	159
834	160
237	161
797	162
3754	163
3481	164
144	165
3192	166
4009	167
162	168
234	169
2324	170
234	171
3177	172
1207	173
61	174
61	175
2324	176
4994	177
5489	178
234	179
640	180
234	181
188	182
234	183
1378	184
1483	185
2467	186
17	187
357	188
3176	189
2368	190
70	191
92	192
4506	193
117	194
2503	195
489	196
19	197
3040	198
174	199
1955	200
233	201
1281	202
645	203
1208	204
1304	205
565	206
1281	207
2251	208
1870	209
412	210
2009	211
741	212
4193	213
1630	214
2177	215
234	216
29	217
29	218
29	219
29	220
29	221
1812	222
29	223
234	224
84	225
84	226
84	227
2411	228
9	229
84	230
871	231
4579	232
237	233
2267	234
3075	235
641	236
2765	237
301	238
5326	239
2806	240
2515	241
394	242
4286	243
319	244
146	245
1390	246
2672	247
22	248
6865	249
1268	250
107	251
3898	252
1124	253
2987	254
118	255
125	256
322	257
2596	258
1606	259
877	260
4618	261
125	262
2726	263
1803	264
1499	265
122	266
1486	267
65	268
69	269
69	270
69	271
69	272
1756	273
7372	274
65	275
1244	276
652	277
577	278
4346	279
65	280
69	281
1236	282
1844	283
9	284
69	285
69	286
4554	287
65	288
65	289
69	290
65	291
26	292
69	293
320	294
100	295
862	296
5953	297
2	298
107	299
92	300
45	301
3	302
44	303
3938	304
394	305
6470	306
1371	307
1275	308
373	309
3769	310
4098	311
775	312
1664	313
1760	314
1279	315
65	316
5098	317
350	318
65	319
69	320
65	321
69	322
65	323
65	324
6624	325
2205	326
511	327
9	328
9	329
467	330
852	331
1345	332
44	333
254	334
270	335
894	336
9	337
4554	338
1506	339
199	340
65	341
65	342
270	343
2688	344
53	345
5020	346
797	347
47	348
47	349
270	350
1803	351
2108	352
237	353
65	354
77	355
65	356
577	357
677	358
64	359
677	360
3082	361
886	362
577	363
852	364
677	365
3276	366
534	367
1156	368
467	369
1913	370
3269	371
713	372
293	373
3624	374
3273	375
2390	376
1881	377
1881	378
237	379
713	380
125	381
222	382
4933	383
821	384
779	385
3756	386
577	387
713	388
534	389
713	390
3756	391
4449	392
534	393
237	394
3925	395
1404	396
1803	397
5036	398
599	399
155	400
3635	401
155	402
155	403
155	404
2265	405
2067	406
2768	407
2335	408
2922	409
2129	410
54	411
162	412
1018	413
137	414
20	415
1	416
394	417
560	418
2198	419
2841	420
793	421
2105	422
2143	423
594	424
1599	425
209	426
3116	427
2872	428
1965	429
2949	430
583	431
5704	432
523	433
4280	434
1830	435
1653	436
2667	437
489	438
2025	439
1377	440
421	441
3868	442
1227	443
2807	444
155	445
155	446
5801	447
635	448
4831	449
4831	450
1371	451
2	452
3290	453
144	454
3654	455
516	456
119	457
4519	458
5634	459
155	460
155	461
588	462
4090	463
119	464
4512	465
119	466
1849	467
3654	468
3599	469
5123	470
4558	471
3	472
50	473
507	474
6698	475
3971	476
2711	477
900	478
900	479
2711	480
4697	481
4330	482
4089	483
1341	484
50	485
4036	486
4036	487
50	488
4610	489
9	490
2551	491
1520	492
1520	493
119	494
5292	495
1520	496
1029	497
1350	498
2711	499
4610	500
3598	501
119	502
2687	503
50	504
50	505
50	506
119	507
50	508
3598	509
119	510
3371	511
2807	512
119	513
154	514
50	515
50	516
50	517
50	518
194	519
1245	520
3598	521
953	522
194	523
50	524
1174	525
237	526
147	527
85	528
4330	529
147	530
7305	531
2426	532
2426	533
5238	534
1310	535
36	536
458	537
5315	538
1246	539
1933	540
467	541
2551	542
9	543
2551	544
9	545
3370	546
6666	547
358	548
467	549
3319	550
4760	551
4760	552
1708	553
4449	554
253	555
62	556
3072	557
65	558
162	559
888	560
583	561
1774	562
1468	563
2190	564
378	565
92	566
2259	567
387	568
337	569
1593	570
3597	571
1544	572
222	573
516	574
1857	575
2313	576
77	577
188	578
421	579
1332	580
577	581
4176	582
3898	583
1257	584
3861	585
3914	586
467	587
1488	588
372	589
2291	590
459	591
109	592
369	593
2291	594
2291	595
2291	596
3663	597
2609	598
111	599
204	600
572	601
524	602
4460	603
2850	604
89	605
7018	606
4786	607
5765	608
835	609
3949	610
838	611
4926	612
2902	613
698	614
838	615
2467	616
637	617
188	618
187	619
4424	620
2467	621
1464	622
838	623
418	624
2900	625
921	626
1646	627
1350	628
85	629
1618	630
1376	631
89	632
1909	633
3663	634
2566	635
1376	636
2566	637
642	638
281	639
89	640
89	641
164	642
3511	643
4098	644
3132	645
89	646
742	647
1184	648
742	649
4881	650
2855	651
742	652
642	653
5233	654
111	655
1475	656
4606	657
3663	658
1708	659
1227	660
2566	661
281	662
327	663
46	664
1879	665
1	666
89	667
111	668
459	669
5245	670
1952	671
281	672
516	673
1217	674
742	675
2200	676
900	677
39	678
2	679
89	680
4268	681
281	682
89	683
73	684
5053	685
1372	686
742	687
39	688
123	689
304	690
167	691
364	692
67	693
363	694
51	695
62	696
251	697
1347	698
2791	699
2142	700
3072	701
1736	702
2009	703
