5338	16362	3	55.2
891	8413	11	172.39
5865	132	3	18.06
694	166	3	7.11
788	4246	3	30.7
12	3034	6	8.65
6295	110	13	104.22
1181	1542	5	47.95
8737	14012	4	79.41
108	28056	4	39.89
1058	1458	3	24.64
102	4980	8	34.92
1442	12	10	9.34
3552	2427	3	36.26
283	1719	8	63.62
2362	153	3	13.28
4823	162	7	57.91
7169	290	4	40.84
322	10814	5	60.97
101	37206	3	22.04
119	1142	5	12.35
345	2634	4	31.66
102	19721	3	18.12
495	136	22	101.76
12995	113	5	42.44
219	172	82	517.55
154	1430	3	10.33
1201	128	3	6.69
156	118	22	18.83
1779	9	43	275.45
1567	823	7	67.36
9976	16	13	182.64
102	7278	6	28.64
961	575	11	98.01
12	2070	13	26.14
1272	3619	3	32.1
1277	2495	3	29.27
102	1699	5	5.61
2805	103	7	20.8
1784	1277	3	26.99
221	260	6	16.27
133	3670	4	21.53
165	2139	3	13.54
2991	12261	9	175.16
1057	437	3	17.6
101	5634	3	4.44
5533	787	3	32.85
423	254	45	377.58
102	8117	4	16.93
519	2626	7	69.68
1984	9	4	7.18
275	2665	4	29.93
457	5557	3	29.59
2833	101	9	16.97
1807	106	28	148.17
152	5906	4	29.45
109	2220	4	9.47
137	215	11	15.54
170	2121	3	13.77
7	116	68	25.26
1559	124	28	196.5
1085	1029	4	32.61
380	365	7	37.3
1885	147	10	62.09
9120	958	3	37.8
113	863	24	111.66
148	833	8	33.06
3850	108	6	25.59
102	9843	4	19.33
11794	10767	3	57.67
12004	830	3	39.71
6091	1530	5	68.19
9381	158	6	58.74
114	597	7	12.06
718	360	3	14.36
145	1422	3	9.27
2218	787	5	48.16
111	2812	4	13.12
1054	1140	3	23.18
476	131	10	29.14
887	152	3	7.47
7152	106	3	12.28
953	192	3	10.46
739	106	13	26.07
1190	139	5	17.16
198	812	12	72.1
109	823	7	11.02
5971	120	15	136.84
108	4857	4	15.91
109	3633	6	25.71
110	3864	3	9.96
647	862	5	36.25
611	206	4	13.74
107	272	10	4.03
2131	113	3	7.34
1109	111	7	17.16
143	311	18	63.03
649	121	11	32.99
150	1232	4	14.19
846	334	7	46.23
9282	105	3	14
111	1848	3	5.68
115	2417	3	8.32
466	12	24	14.99
4590	7	3	10.06
1522	358	5	36.36
2067	136	7	36.1
322	181	4	7.79
4251	102	4	10.43
141	275	9	17.52
1038	11083	3	39.78
806	2321	3	26.24
624	11581	3	37.37
108	4658	3	10.05
380	3716	5	47.76
464	13420	8	123.11
1979	1073	4	37.96
2396	150	3	13.13
444	1414	17	170.83
2227	1079	11	131.24
277	2196	3	19.38
218	993	4	18.06
127	1068	3	5.96
284	172	42	247.54
105	284	16	11.37
3671	102	4	9.02
