317	748	4
654	8255	15
124	5999	3
241	2871	8
1307	5795	21
6467	1572	7
110	1989	28
2055	7965	10
115	8860	3
2585	2787	2
22632	2364	4
7308	2617	5
310	5609	2
12	6020	5
145	3776	0
9	7003	11
171	9708	3
2358	2496	1
2279	6038	7
839	9263	8
10517	4604	4
101	6400	8
3428	9398	6
23916	3154	8
187	9348	14
2975	1427	1
1733	1639	2
101	8739	10
155	4785	5
9720	1966	5
1481	9618	0
106	1517	14
102	8939	6
345	9829	13
789	7636	0
1517	3401	0
2734	4086	6
6581	7576	4
274	3289	24
15256	9598	11
26647	8060	0
950	6185	18
1384	64	9
230	2043	5
190	6341	4
2884	163	0
109	504	1
2340	3951	5
1011	7258	2
238	527	2
2385	7359	2
29361	7737	3
149	7821	15
117	6246	2
438	4388	6
495	7046	0
322	4203	9
390	6804	0
30280	7748	24
159	4538	2
576	1552	10
244	3381	15
30289	2604	5
108	9309	15
32103	749	0
6179	6342	8
164	6874	14
389	6012	11
10253	3076	3
2308	4396	5
149	8514	19
1028	9623	4
4066	2849	19
765	1193	7
1675	2700	14
16858	1310	8
167	170	9
1283	6846	6
104	7788	7
7	3551	10
119	9466	2
752	5891	7
151	7932	15
101	1415	15
168	9664	4
14981	8222	7
236	2437	2
111	2190	15
25789	7322	19
814	6170	1
316	1104	0
102	7631	2
2205	2932	4
108	1244	16
20904	7222	6
23890	6534	14
113	3819	11
1517	4167	1
13542	8793	16
169	3332	4
30522	5066	27
102	1222	5
252	8303	10
439	553	8
1585	8935	11
389	787	13
141	2391	17
370	5182	6
202	9408	4
108	1563	16
1634	8152	6
431	5524	11
661	1240	14
352	6112	11
13	2748	10
118	6988	2
19012	2828	11
12	1637	3
2124	9049	1
4604	6862	5
3893	8262	2
9844	7350	7
135	6012	3
477	8333	17
14	667	8
557	9080	11
169	4034	16
804	5454	6
22997	6019	8
141	2390	5
101	5507	21
2	8979	0
138	241	9
30740	6775	9
14314	9438	5
30157	5571	13
4484	1045	7
28144	5769	15
8	8753	3
7	5307	3
442	8085	1
32064	8835	14
103	7781	15
115	9839	22
2	313	5
12398	7622	6
133	5742	9
23102	8279	11
11319	4228	13
4172	949	18
15376	7719	7
6344	7133	7
12	5645	3
4800	7321	16
110	497	9
129	5130	16
15493	3600	0
4580	9971	16
3945	3069	4
4330	5842	11
384	9217	23
16365	1513	4
151	6204	9
102	2665	0
8	1718	14
498	8638	0
406	316	14
634	1614	1
6290	1917	3
2567	5910	1
1159	3816	8
20135	9334	13
25675	6135	16
757	2335	19
10188	4542	4
121	4981	8
15848	3914	0
2746	5988	4
3944	3412	17
12	4166	6
1144	8803	6
1116	910	3
1671	3656	10
208	5337	11
6437	3798	7
115	3844	13
1832	2768	1
29828	9256	0
15662	6374	5
4348	297	4
989	9800	23
1069	4721	8
9062	3193	19
28932	7790	1
11642	3263	11
161	6524	2
926	7485	3
311	4908	13
403	5171	16
227	5826	0
1731	713	7
9027	6977	0
6086	7187	35
16307	4128	4
2473	2095	5
12	5903	6
30094	5626	6
1123	7067	9
136	1651	20
386	727	3
152	881	17
190	8618	5
1628	2158	11
118	4235	10
2485	1482	17
3387	9313	11
1985	299	3
18065	3067	6
4311	7155	17
2030	7289	4
5601	7459	2
3758	9688	7
7	9759	11
30952	3983	6
1560	371	7
897	5205	16
967	2300	0
13712	7699	10
279	4598	11
18684	6757	2
1838	3033	10
1906	6772	7
1070	9403	21
15669	9574	8
11719	6921	16
104	742	21
135	1681	4
813	3953	6
139	2007	1
1663	3899	6
452	1293	12
122	889	14
3024	8539	8
25691	7791	0
178	1406	8
101	4806	20
10092	7908	14
228	4034	15
15706	6380	11
17600	8370	1
9395	8835	13
661	2392	2
126	9051	8
124	9882	6
10236	677	8
2876	5655	1
162	6517	10
728	3055	9
120	8027	11
3207	2324	7
195	5689	11
12040	1488	3
262	1618	6
1125	3679	9
27808	4797	15
110	7902	5
691	6120	0
889	5730	9
14265	7815	31
3684	94	2
5117	9164	3
5166	4210	8
24427	7222	0
227	3425	9
324	9387	17
21124	3932	1
12	2915	25
24841	1609	9
269	4010	2
9	407	9
786	7263	0
1438	8064	33
178	9783	7
1495	4845	6
3221	4512	7
124	4561	1
1226	58	19
26898	1631	10
194	9970	20
206	7294	4
176	7515	11
639	962	7
614	4955	9
8673	2236	10
2244	4954	10
1139	1338	5
479	2656	0
240	258	11
7	757	8
24432	6088	3
118	7530	9
13354	807	10
125	8575	12
2963	4257	22
865	2908	2
106	4494	9
5960	3841	14
9614	8321	10
2301	8172	8
26382	4190	33
4923	4615	8
153	4794	11
15101	3787	3
10551	9816	5
12	3535	5
1812	7861	9
30673	8684	4
16352	735	11
8138	6694	8
1963	9684	4
125	5438	5
143	5805	10
1861	2856	5
2679	3920	11
427	8216	4
19821	4803	1
3148	2398	4
9081	2761	3
215	6858	3
531	5821	13
2332	1169	13
136	8758	7
330	8191	9
2	2298	7
1167	9008	4
11459	407	6
124	3903	2
4379	1132	14
2841	6154	13
333	9043	0
3226	9576	11
270	8034	1
173	1985	1
607	2635	1
26030	4008	7
113	3565	4
1239	9826	16
481	3221	14
864	9081	8
277	5777	2
26157	7792	10
107	9151	2
650	8040	18
19928	2664	1
237	7978	3
1402	8871	11
276	5905	12
18407	8058	7
444	4276	5
10715	5435	13
3517	4217	16
131	3241	13
9	9306	8
1893	3704	9
1050	2581	3
2288	3304	12
178	9880	23
101	8364	3
966	5862	14
156	5118	0
117	871	14
2089	1084	11
25689	5253	16
103	9700	8
440	4962	23
437	4332	1
115	9356	5
8649	2427	2
393	6797	6
143	4757	33
328	5199	19
20302	1495	1
753	2867	3
11330	1183	3
143	1419	12
5308	9151	1
4851	6511	5
203	327	2
8	5557	15
21359	6260	0
29539	7564	7
6497	1395	4
327	9191	16
23645	3508	15
16783	63	7
305	6704	3
1480	3223	15
120	473	18
164	1371	6
101	2094	5
215	4486	8
126	1823	15
226	9574	3
106	519	31
12789	4751	13
2759	6447	11
2535	9207	0
2012	4385	10
101	9387	5
30732	2075	22
417	1353	7
166	3473	7
12	128	2
5539	7463	1
14027	4612	11
242	3992	6
1047	9233	5
1123	6742	7
248	5756	2
997	6044	31
4462	613	14
187	9830	9
405	1625	1
28879	4267	7
101	6437	15
8173	8688	6
680	6921	1
725	615	24
133	961	20
105	2080	2
120	1680	18
548	4011	3
2448	5220	7
757	788	1
536	7066	5
171	3942	14
16813	4141	0
1373	4459	4
15490	4567	14
103	6626	16
120	9402	23
306	2319	2
492	1923	4
3069	1993	2
3071	4996	4
188	5153	5
761	8492	7
29905	679	12
2164	7149	23
29519	9193	0
8567	2961	7
784	6460	11
223	4674	12
6530	9412	0
29243	526	9
4597	1688	1
23361	2832	1
3110	7621	5
27580	512	8
854	3919	3
101	6123	5
13946	2463	1
163	1085	5
1095	8400	2
1526	703	20
101	9293	8
4249	8512	5
1982	7010	13
101	9640	20
935	686	2
1664	1938	6
3451	5748	12
7318	8215	11
4828	2183	2
6381	3580	16
169	5859	5
2221	1977	2
101	1923	5
149	6364	32
104	5804	20
4454	3703	5
280	3347	25
474	8583	0
571	5593	1
1566	6232	8
314	7059	19
29912	1141	3
1684	9330	3
18378	7526	10
3243	4899	6
5481	1150	11
258	3038	3
443	1113	8
299	6071	0
465	4903	0
352	7563	2
1089	8555	2
123	155	10
6856	2638	18
4980	575	5
17268	1413	6
22077	6428	0
457	7545	8
693	4902	22
195	5458	10
191	6900	4
103	5796	8
311	2339	5
24525	2094	9
761	6126	6
25647	7777	0
513	6199	14
1390	486	18
124	6428	7
948	2373	4
2956	5260	4
257	8429	9
284	6321	12
12791	895	16
219	1097	6
14612	5130	9
3790	8982	13
137	1496	5
245	7575	13
275	2303	4
2788	1881	2
14387	6174	11
2648	626	9
1071	9930	2
17	4323	5
7	1040	9
806	4620	0
383	7911	7
12	360	11
517	2462	9
3763	3696	9
105	4514	6
1001	9702	6
102	3017	0
4505	9451	2
20255	774	2
2252	875	17
4478	3787	10
7189	8637	10
119	9114	4
6396	2388	4
28305	2742	5
147	8710	7
2495	2389	10
791	6007	5
877	7879	2
239	6411	7
2482	191	4
2152	1627	14
841	6742	9
106	2254	19
202	3	1
570	3089	2
179	469	12
9	9275	7
110	2579	6
10886	5439	27
108	6099	16
4854	1396	11
123	5235	14
10618	146	0
362	3789	22
906	875	13
163	1460	3
19782	8979	8
104	131	16
141	9779	7
7	8919	6
101	6797	4
352	6987	4
13709	9075	12
101	8622	6
417	7370	23
14942	858	22
23120	3314	38
7825	2540	3
1279	3051	9
105	5405	0
28168	6124	7
114	1919	12
112	5372	8
340	9202	7
5547	2983	5
6681	9903	7
3799	9320	6
26393	5729	10
27919	6445	3
711	7640	7
574	2984	3
9	4806	4
721	6484	11
1090	4402	1
422	1937	3
124	7587	1
15293	3564	17
11775	857	1
903	2254	9
7	460	5
117	4027	10
289	3232	1
136	6025	3
307	2043	3
104	87	10
21757	6356	0
24616	7285	0
108	8495	7
16145	3832	6
26846	8752	11
264	7338	0
1513	2079	19
109	551	1
114	2227	3
12406	622	24
30328	8833	5
120	6286	24
8008	6587	19
366	3359	11
1327	8530	2
112	5243	10
173	351	10
790	3565	22
498	3949	6
183	218	4
473	6910	18
128	791	8
7393	3931	1
4973	2992	1
2476	8428	26
663	3018	9
2	9419	6
133	9694	0
105	699	2
134	3861	12
109	224	1
189	7798	20
1583	6557	3
9	4581	12
14321	7989	17
5175	2489	3
1122	4557	4
1306	2184	0
20185	381	9
195	5710	0
188	6520	6
10336	3091	1
7316	4458	16
484	8418	9
816	3221	1
564	5438	10
23313	622	8
292	255	2
25642	4354	5
830	8363	1
2187	5416	8
483	7432	5
339	7346	5
2576	6771	2
12	3391	12
288	8975	1
23983	9996	9
101	7548	4
5184	2282	0
24436	7228	0
16989	9057	14
3060	2664	4
11529	5482	3
12565	8526	24
323	4405	15
314	4357	6
9	7874	27
3537	8686	14
949	6518	0
15042	3444	14
268	5396	2
491	5822	4
25468	540	3
6030	5684	6
1492	1979	7
1008	1284	8
126	6083	14
2572	124	2
1193	4224	25
4591	2299	7
8282	2675	7
109	5483	15
2086	8398	3
102	2929	0
4381	6788	6
102	2486	0
149	1078	6
837	7734	10
179	7533	9
300	552	4
2297	1423	2
4585	2186	7
563	7157	9
108	3053	3
704	4166	3
28854	3007	1
1728	8255	12
463	5197	12
2617	9588	4
152	8258	0
192	1058	2
12635	3779	15
16674	2306	10
101	7865	1
820	8624	9
101	4694	6
114	6225	20
170	2163	5
8408	8605	7
108	1088	3
17642	1447	7
1596	2409	10
444	8329	0
1428	4869	21
1356	8040	14
6009	8385	8
5637	9736	6
130	1178	5
7756	4063	5
15307	2797	25
6917	7034	5
627	8589	10
158	6318	29
212	4333	6
101	4241	6
101	7294	1
116	4891	4
2807	1889	5
7973	7146	9
1723	3078	9
527	7450	6
14	4718	15
2577	3251	3
125	8553	8
2010	4760	2
658	7072	15
31484	498	9
2523	69	9
18627	8977	4
370	8066	4
189	359	33
248	556	6
12	9426	1
12	1209	18
25945	7857	0
4027	9174	4
23121	9174	10
1548	4435	3
982	1149	11
305	3681	19
772	2944	7
31211	3670	10
194	4618	9
181	3727	2
372	9482	0
998	138	1
1266	737	17
32750	9195	13
20537	2664	12
3502	73	12
106	5941	5
139	98	9
18889	4681	0
430	2339	21
126	4087	33
101	6291	11
137	7752	15
3019	5496	4
1473	7538	5
26407	3559	5
3670	1248	17
434	250	10
6002	2790	19
111	8472	8
3506	6150	14
505	5276	17
29185	9756	1
3807	8788	24
103	3865	14
2	6027	6
4780	2401	2
