547	9	8	8.29
128	1814	3	8.74
1373	738	3	21.36
5618	169	3	24.19
110	2059	5	13.86
194	719	4	12.57
710	333	3	13.36
212	1301	4	18.99
2012	2020	10	158.15
3241	108	3	6.87
206	765	3	8.84
1653	133	3	7.8
496	124	6	9.83
568	110	8	10.18
2798	389	3	22.83
872	317	3	13.36
414	411	3	10.68
134	322	10	20
457	6463	3	33.2
579	377	3	12.21
223	467	10	47.14
129	672	5	9.11
12	4305	3	9.99
616	256	3	9.69
1241	272	5	30.45
2396	137	3	11.26
168	1907	3	11.95
184	3707	3	18.92
2707	134	3	11.65
223	519	4	12.14
247	116	53	202.28
141	1591	4	13.59
330	135	10	24.01
2214	116	3	7.11
1927	101	10	18.26
1370	134	3	8.03
2082	119	3	6.91
5501	106	3	13.25
119	1537	8	32.47
2980	125	3	12.08
1039	144	3	6.94
1384	109	8	21.72
2144	141	3	10.72
2343	119	5	20.5
12	3508	4	8.73
168	730	3	7.95
576	268	5	20.95
1598	395	3	18.4
594	718	3	16.73
1841	223	3	14.7
101	612	17	11.49
167	522	4	8.02
443	163	5	10.27
161	7	22	14.36
9	4085	3	10.94
141	259	7	7.85
387	223	7	26.11
285	385	6	25.9
138	608	6	13.55
460	413	4	17.51
346	894	3	14.68
1001	156	3	6.95
438	12	14	9.62
4665	105	4	17.63
110	852	6	8.4
1138	105	7	10.17
1579	1782	4	40.13
1306	143	3	7.38
489	219	3	6.81
2332	206	3	16.45
145	1278	3	7.36
784	226	15	115.16
404	297	5	19.77
2319	276	3	18.89
291	561	7	36.37
4092	473	3	29.53
104	749	16	31.79
178	2	13	8.18
561	378	9	58.39
171	443	4	7.5
109	120	65	22.47
1187	215	3	11.55
344	1126	6	41.85
839	593	3	17.95
208	585	3	8.27
434	104	20	25.83
116	205	15	9.95
101	866	13	9.27
322	132	7	9.2
4790	106	3	8.98
12	5375	3	9.99
3311	289	3	23.94
603	314	7	39.39
2899	123	5	24.7
2588	112	3	7.85
1028	467	3	17.47
1626	682	3	22.15
