1482	1
154	2
2914	3
925	4
971	5
2356	6
263	7
3386	8
14	9
2156	10
2191	11
336	12
3901	13
322	14
2028	15
336	16
42	17
42	18
24	19
74	20
807	21
661	22
586	23
110	24
1387	25
46	26
4226	27
147	28
46	29
456	30
1096	31
3896	32
601	33
732	34
2071	35
1850	36
704	37
196	38
2032	39
174	40
37	41
1191	42
456	43
1695	44
1135	45
315	46
221	47
1792	48
687	49
69	50
1689	51
1321	52
845	53
1646	54
340	55
692	56
1579	57
2564	58
3847	59
1	60
183	61
51	62
1656	63
1316	64
3671	65
22	66
727	67
234	68
133	69
92	70
502	71
1345	72
98	73
1082	74
965	75
2009	76
236	77
533	78
1000	79
22	80
1425	81
231	82
1648	83
935	84
776	85
199	86
302	87
584	88
1	89
3894	90
4033	91
1042	92
2286	93
1168	94
2	95
2852	96
1252	97
821	98
959	99
963	100
429	101
131	102
511	103
2766	104
429	105
4257	106
2854	107
2366	108
3884	109
54	110
303	111
53	112
84	113
54	114
131	115
586	116
898	117
2581	118
183	119
131	120
2200	121
898	122
120	123
3207	124
84	125
54	126
12	127
113	128
545	129
841	130
185	131
183	132
12	133
302	134
290	135
2744	136
1249	137
1470	138
667	139
848	140
3744	141
477	142
1670	143
236	144
2511	145
263	146
791	147
499	148
408	149
1109	150
2758	151
423	152
2618	153
241	154
515	155
261	156
719	157
131	158
6	159
2101	160
719	161
848	162
425	163
1882	164
133	165
295	166
222	167
118	168
1453	169
3545	170
2800	171
425	172
515	173
3112	174
1765	175
261	176
9	177
559	178
544	179
3407	180
392	181
428	182
732	183
2367	184
1799	185
360	186
1146	187
800	188
9	189
212	190
544	191
392	192
756	193
355	194
2245	195
277	196
3334	197
3751	198
1260	199
243	200
596	201
2183	202
423	203
373	204
450	205
3224	206
3011	207
1012	208
1615	209
2811	210
145	211
1452	212
908	213
939	214
65	215
961	216
377	217
691	218
1689	219
923	220
363	221
133	222
650	223
1560	224
59	225
2102	226
157	227
548	228
1570	229
2679	230
1725	231
83	232
334	233
381	234
180	235
667	236
1269	237
571	238
857	239
2029	240
20	241
215	242
872	243
2975	244
3262	245
516	246
261	247
1528	248
857	249
754	250
