987	305	3	29.1
9	118	10	7.53
160	104	11	19.04
140	151	6	19.92
425	135	5	29.73
58	8	4	10.58
847	101	4	8.97
114	1009	6	42
149	291	30	294.28
3780	129	3	29.15
589	2020	10	169.46
137	234	16	110.15
184	354	3	18.05
122	207	7	28.56
122	157	10	36.55
5664	4572	3	65.71
1209	123	8	70.25
131	398	3	13.9
1731	5317	3	56.71
1932	919	3	40.77
2	111	9	5.16
513	149	3	17.5
644	143	5	34.89
237	118	4	12.01
216	1015	4	36.88
296	102	4	6.5
135	4208	4	48.74
145	296	3	13.51
1628	784	4	54.05
1742	109	7	55.45
569	790	4	44.7
6137	290	3	45.53
105	301	3	5.2
12	498	8	22.23
193	1538	3	27.41
250	5885	3	43.97
102	650	4	12.23
230	136	4	15.77
614	103	3	7.92
264	105	4	7.3
581	123	15	129.43
388	8	4	12.38
125	17	5	20.1
3482	426	3	41.43
1383	123	4	29.48
4270	186	3	36.55
150	1153	7	66.65
225	568	6	54.22
128	171	4	10.54
183	154	4	15.15
12	302	14	40.3
734	140	7	55.72
228	129	4	14.36
105	351	3	6.24
156	107	10	21.19
114	421	3	11.44
12	1242	3	7.8
3357	14	5	69.28
2800	110	4	32.35
469	134	8	56.74
2187	101	5	24.38
129	150	3	5.15
257	116	4	12.78
552	102	4	11.03
114	177	5	11.56
242	178	3	14.07
113	2321	3	22.42
413	244	25	308.01
152	113	8	20.98
2545	103	4	25.28
3149	189	3	32.82
860	212	3	24.58
102	955	3	9.58
7	155	5	5.24
1117	101	3	6.48
191	101	9	6.16
564	653	4	43.13
150	469	3	17.03
156	283	3	13.76
210	106	7	16
301	132	8	47.99
162	101	41	107.41
108	114	10	7.35
897	119	10	82.37
4449	282	3	40.68
762	1451	4	52.24
123	1888	3	22.26
526	111	3	11.59
727	103	4	14.13
117	1871	6	51.78
217	237	11	88.41
121	484	6	34.34
1509	103	4	20.43
546	178	3	19.97
639	131	4	24.3
1394	115	3	18.83
398	105	6	21.67
687	1509	3	37.1
2085	109	6	48.03
192	121	5	14.72
3593	107	3	23.1
109	1401	5	33.05
2357	134	3	25.79
2	309	4	12.1
1162	698	3	35.3
670	2095	6	91.07
134	102	11	8.9
237	8	4	7.23
109	1222	4	23.1
310	148	8	55.2
266	8	4	8.54
768	101	7	21.86
778	106	3	10.8
184	186	3	12.14
2081	9	3	17.38
2138	12	3	11.45
103	319	4	8.22
101	673	3	3.99
4929	109	3	26.22
195	337	3	18.39
421	410	4	37.16
1573	119	3	19.76
232	475	3	21.73
265	1194	3	28.64
134	219	3	9.32
743	486	3	30.07
1156	110	4	23.46
631	394	5	52.45
481	143	5	32.18
151	229	5	24.25
118	854	5	31.97
771	154	3	19.98
292	343	5	42.91
3340	123	3	26.8
101	1775	3	9.45
551	101	4	5.97
1556	106	4	22.48
114	900	4	23.48
689	101	3	4.16
144	175	9	43.09
144	225	10	59.64
449	130	4	21.71
3354	8	3	22.75
3713	119	3	27.02
178	12	25	56.04
212	13	12	89.6
1024	158	4	32.11
407	127	5	28.25
1968	273	4	46.41
196	178	5	25.17
12	3776	4	25.22
147	135	8	29.45
157	358	4	23.42
117	983	3	16.65
133	172	3	6.56
650	8	6	29.24
210	149	3	10.84
486	103	4	11.05
5920	622	3	50.29
368	167	4	25.14
123	2308	4	34.48
124	306	3	11.61
756	1052	4	49.43
8	17	14	58.42
919	106	6	32.7
750	2369	4	57.89
547	808	3	31.66
230	106	13	48.22
138	165	3	7.08
110	198	14	59.15
553	6045	3	49.73
935	317	3	29.28
834	185	3	23.27
225	153	3	11.48
935	272	6	64.68
1698	426	6	80.12
783	225	6	58.34
1568	779	5	69.56
1382	109	8	61.3
101	221	7	4.44
8	1384	3	14.61
333	2	3	7.94
159	105	14	34.03
333	160	3	15.73
1896	108	3	17.02
151	921	7	63.16
186	277	5	31.88
922	533	3	32.34
1925	101	4	15.17
114	144	9	23.73
129	221	3	8.88
113	857	4	22.86
2930	101	3	13.76
2172	3140	3	50.43
150	480	5	33.97
329	107	3	7.14
118	215	6	21.01
3345	315	6	93.09
1698	3866	3	49.98
123	712	4	23.99
102	1832	4	20.89
183	108	20	84.14
4665	944	4	70.86
562	12	6	14.55
869	119	8	60.44
863	578	3	32.11
3112	177	3	31.8
336	132	3	13
488	4528	3	44.56
108	254	4	8.53
1043	134	4	28.99
3333	109	3	22.43
289	2869	3	35.97
102	1186	4	16.91
109	163	7	13.73
1547	116	3	19.34
109	310	14	78.34
408	561	4	39.27
115	937	4	24.08
618	968	3	33.39
119	384	4	17.77
653	129	8	61.09
1280	2533	3	44.18
203	668	4	32.68
1233	202	3	26.29
1133	123	5	37.33
9	332	4	11.27
1715	101	4	14.37
2078	109	5	37.39
1539	119	4	29.01
6324	101	3	21.92
110	1990	6	49.41
872	202	3	23.94
373	160	3	16.41
229	12	24	72.08
903	196	4	34.69
216	2136	3	31.18
202	640	29	394.76
1769	120	3	21.04
280	103	6	14.25
1037	245	5	51.17
137	535	5	32.61
141	188	4	13.62
539	1048	3	32.99
121	2545	4	34.2
1420	101	3	7.95
868	121	3	16.27
609	144	3	17.83
121	818	4	23.77
2517	2517	3	49.04
326	12	5	6.4
638	1562	3	36.45
1176	226	5	51.02
2712	1911	5	88.37
3364	311	4	56.78
1412	410	5	62.03
241	361	12	120.15
164	102	8	8.54
653	483	4	41.76
180	2444	5	56.95
2247	1595	3	44.71
457	101	9	23.85
115	1876	3	20.46
472	2472	3	38.16
1927	589	10	162.76
101	1806	3	9.45
160	103	81	468.6
102	396	8	28.38
117	398	7	38.81
118	2030	4	31.31
109	210	3	4.17
123	1388	3	20.16
281	2455	3	34.6
460	136	3	15.57
212	12	16	32.33
107	580	5	21.68
85	102	3	9.58
144	261	13	91.47
388	672	9	108.61
101	2679	3	12.57
490	128	3	14.88
920	750	9	128.63
1038	101	6	20.82
108	160	7	11.4
176	1494	3	26.02
135	239	4	15.98
156	108	11	25.19
2764	2914	6	126.35
12	101	117	16.34
1607	109	6	43.58
124	379	3	13.09
2835	112	3	22.94
102	725	6	24.63
2	4648	3	26.22
105	300	9	34
4987	12	3	22.63
723	226	3	24.1
509	110	8	45
2475	104	4	25.55
375	134	26	249.36
1405	103	5	27.31
1054	14	4	35.87
135	113	10	24.51
671	127	3	16.62
585	490	5	53.98
287	492	7	69.77
123	2022	5	44.7
110	365	8	39.94
147	221	8	45.42
824	12	6	19.12
108	113	16	21.86
133	3835	4	43.06
107	890	3	12.54
422	110	6	27.91
1122	108	3	13.79
695	140	4	26.54
107	712	3	11.08
121	2984	3	25.64
131	1108	6	49.19
211	141	3	9.76
147	474	4	25.05
865	144	3	19.9
123	1071	5	36.71
175	804	3	21.93
3117	154	3	30.2
542	384	3	27.13
2499	158	5	53.98
1019	103	14	105.31
134	12	54	132.26
914	102	3	9.3
275	104	20	95.99
627	106	5	21.02
3973	109	3	24
1028	8	4	19.93
990	103	7	37.9
1359	12	4	13.29
275	3934	3	38.13
231	103	31	157.32
613	14	5	41.6
235	275	4	26.46
493	107	15	97.54
1437	101	3	7.95
1237	1259	4	55.32
116	305	4	14.95
113	270	5	18.29
439	233	4	31.16
771	108	3	11.53
6427	105	3	28.42
2514	832	3	41.81
1666	248	4	43.22
395	120	3	11.75
3237	12	3	14.45
133	603	5	32.15
796	3248	5	81.93
199	2162	4	43.23
334	128	3	12.83
414	172	4	26.15
102	374	18	94.61
122	16	4	13.16
460	106	18	117.09
565	14	5	40.95
391	3104	6	95.93
101	758	3	4.53
307	652	3	26.7
107	229	6	15
141	257	3	11.53
613	430	4	40.4
930	104	4	16.46
417	107	5	18.84
461	386	4	37.58
1380	107	4	22.49
237	151	3	11.94
653	2699	3	41.14
524	254	8	79.7
124	668	5	32.51
175	269	9	64.12
672	129	4	24.69
430	1023	3	31.74
947	1187	3	37.14
124	239	10	54.74
243	990	3	26.88
118	385	19	148.81
426	262	3	22.33
152	129	8	28.09
385	110	3	9.44
1192	101	3	6.81
1480	104	3	13.1
6544	116	3	33.3
2893	109	5	42.84
312	125	4	18.05
105	135	7	4.94
1179	106	5	27.58
107	739	6	31.3
378	245	5	40.82
834	186	3	23.27
101	170	20	29.37
560	580	5	54.81
284	115	6	25.99
230	169	8	50.16
2363	108	3	19.29
101	3048	3	13.76
966	120	3	17.09
3578	1215	3	48.03
1434	103	10	74.09
12	1545	3	9.05
202	2768	3	32.16
691	122	7	50
4593	242	3	39.2
101	351	6	8.87
108	277	3	5.62
2619	134	7	84.91
1207	1207	3	38.52
297	178	4	23.81
523	110	5	23.39
2717	12	5	29.44
434	103	3	6.19
1083	690	3	34.92
2493	291	5	65.6
167	136	3	7.08
1028	468	3	32.18
167	267	9	63.19
320	249	5	39.28
286	106	8	27.84
648	118	6	37.27
240	856	3	25.85
689	110	6	33.97
107	1138	3	14.15
119	149	6	13.8
447	4001	3	43.95
13	2	4	6.48
227	144	3	10.72
189	106	31	150.98
117	283	4	14.1
203	989	3	25.02
2184	107	3	18.42
1300	198	3	26.67
1765	174	3	27.06
620	1415	6	82.09
679	202	3	22.47
803	102	3	8.79
3083	204	4	48.33
3638	104	3	20.73
2960	129	3	27.57
335	105	7	25.25
107	126	14	26.44
161	2	4	4.13
1255	169	3	24.32
107	293	8	31.31
5296	445	3	48.45
473	101	4	4.95
4548	118	3	29.05
132	134	30	166.4
224	104	65	454.47
654	101	12	48.26
2077	109	7	59.51
527	106	3	8.52
113	992	5	32.59
716	317	5	51.8
159	284	3	14.28
475	625	3	28.85
12	530	4	6.37
772	169	3	21.19
1653	1043	3	40.14
124	560	3	15.11
206	579	3	21.81
1620	1143	3	40.87
5401	101	3	21.92
246	200	9	66.64
113	693	6	37.05
5134	5856	3	70.21
288	225	4	26.6
5127	7	3	29.99
153	104	70	371.67
196	112	19	98.61
657	107	4	16.54
102	1816	3	13.66
950	158	4	31.22
101	581	6	13.62
162	241	3	12.9
101	461	4	4.95
142	319	13	99.53
128	16	5	20.18
123	679	8	59.67
2567	101	3	11.6
190	104	17	54.3
370	370	16	195.51
216	343	6	47.82
102	1040	3	10.18
1117	110	3	15.34
101	1224	3	7.16
268	545	3	24.18
191	411	3	19.3
101	1599	3	8.4
1060	12	4	11.32
242	112	7	26.88
943	2652	3	43.42
123	935	4	26.46
688	272	7	73.38
1333	2875	4	64.35
426	107	3	8.34
1134	109	4	22.05
101	251	10	15.04
433	105	5	16.9
115	257	6	23.86
1583	413	5	62.96
1051	749	14	226.71
226	446	9	85.17
3942	101	3	15.29
107	1622	7	53.33
156	983	4	31.47
114	695	5	29.17
270	1268	4	41.67
229	130	9	47.03
119	106	175	1079.56
175	233	3	13.26
309	115	3	9.82
3822	103	4	31.3
134	2	6	5.76
1559	103	5	28.21
189	149	4	15.19
1052	1483	4	55
102	532	6	20.69
12	740	10	40.66
200	119	53	426.45
223	106	14	52.69
2462	270	3	34.12
101	1738	3	8.89
188	1454	3	26.56
1946	101	5	22.93
137	105	7	5.43
829	152	3	20.46
149	3670	3	31.65
404	196	5	37.66
757	12	5	13.24
251	1311	3	29.11
1207	612	4	48.65
240	648	3	24.17
596	110	4	17.81
1793	12	4	16.08
502	368	3	26.54
102	255	8	19
189	136	3	8.39
102	1423	3	12.08
417	138	3	15.13
103	113	12	4.95
839	12	3	5.75
184	248	5	29.85
262	5787	3	44.32
116	483	4	18.69
188	497	3	20.01
188	557	3	20.68
377	112	5	22.22
167	106	44	225.21
561	2801	7	116.93
1005	116	5	33.15
1775	174	4	38.86
212	2	3	4.21
240	3444	3	36.91
2413	103	3	16.74
118	671	5	29.44
12	665	4	8.07
116	1561	9	84
105	926	3	11.51
12	240	7	7.03
833	5011	3	52.4
922	122	3	17.73
136	1085	5	40.28
685	120	3	14.98
4418	230	3	38.58
483	108	7	32.93
526	101	4	5.61
3275	118	4	37.11
752	107	13	93.4
505	106	3	8.37
110	168	5	8.52
166	186	3	10.75
1199	139	3	21.24
991	418	4	44.31
132	164	13	62.69
3712	108	4	34.75
101	133	22	15.29
225	298	3	18.54
640	105	4	14.53
312	158	8	56.15
281	1176	4	41.76
150	274	4	19.97
114	309	3	9.68
1293	123	5	38.72
146	383	3	16.02
114	323	5	21.79
176	566	3	19.82
175	658	3	20.53
333	12	6	9.46
323	618	3	26.81
859	518	4	44.72
285	1079	7	82.19
277	257	3	19.15
12	1170	3	7.44
225	148	5	23.89
124	3687	3	28.69
6651	109	3	30.71
101	285	7	8.78
575	106	16	106.98
519	116	4	19.32
2588	750	4	59.42
588	101	6	13.96
2304	109	5	38.88
137	643	5	34.21
111	284	6	23.7
1249	110	5	32.59
2699	105	3	18.93
297	110	5	17.59
190	196	6	34
548	131	6	40.12
110	1159	7	50.38
270	2054	4	46.2
1242	102	3	11.23
553	101	4	5.97
445	107	4	13.66
232	107	8	24.72
118	660	7	45.89
243	7	3	4.76
2890	109	3	21.2
223	136	3	9.9
223	267	3	17.33
2020	143	10	124.55
116	276	20	135.51
116	129	18	62.07
639	103	3	8.1
1486	9	4	22.73
521	103	6	22.3
131	108	30	101.57
122	101	39	48.16
544	123	13	105.49
285	265	3	19.69
1194	107	7	46.66
1454	128	3	21.36
123	1289	3	19.73
113	3926	3	26.25
102	1376	7	40.98
171	259	3	14.19
268	1930	5	60.64
119	136	17	64.51
119	267	8	38.55
1241	317	3	31.06
764	1145	3	35.77
349	1182	3	31.2
117	107	8	4.17
475	104	11	53.53
1892	3158	3	49
983	107	3	13.13
344	116	3	10.53
1300	153	7	69.27
1417	373	4	46.69
268	1020	3	28.06
384	12	7	14.84
160	150	3	7.79
4746	7	4	40
243	101	8	8.5
246	5447	3	43.77
123	1609	5	41.25
122	7	9	9.14
682	112	7	44.49
662	191	7	64.77
121	1019	10	87.06
116	273	3	8.53
2167	1499	4	62.9
484	103	5	15.97
6450	4977	3	65.71
1253	811	7	101.05
2330	160	3	28.39
285	464	4	34.35
310	119	15	101.34
871	345	3	29.24
117	249	6	23.45
1391	112	5	35.11
567	952	3	32.7
145	135	3	5.14
513	103	3	6.98
119	131	22	88.51
12	2251	4	18.05
150	631	5	36.69
165	1653	4	37.47
1508	101	3	8.4
129	121	9	21.14
4907	191	4	55.22
101	296	11	23.8
166	138	3	7.08
1079	12	3	7.11
254	229	10	82.18
147	147	18	106.49
172	110	12	40.14
240	1200	4	39.69
107	1770	3	17.02
848	591	3	32.3
185	693	4	31.84
4252	7	4	40
4927	109	3	26.22
548	136	4	24.43
745	120	3	15.21
343	138	3	14.04
308	103	16	76.03
12	145	50	136.54
272	210	4	25.01
139	581	3	16.86
1407	108	3	15.41
101	1158	3	6.81
223	624	3	22.92
5769	118	3	33.54
762	101	3	4.53
2273	517	3	37.93
400	101	6	10.09
780	106	9	53.99
727	119	3	15.07
1584	522	7	98.12
906	275	3	27.35
3370	118	4	39.73
2762	1476	4	65
125	164	13	60.19
101	6457	3	21.92
116	988	13	118.73
494	197	3	20.53
3332	109	4	33.34
121	308	8	43.55
12	423	15	57.33
2655	119	3	24.21
2079	109	4	27.56
314	250	3	20.22
1134	123	11	104.92
102	771	3	8.33
2482	108	7	63.56
527	131	4	22.82
105	246	4	6.53
133	903	3	18.6
189	131	5	17.41
176	1082	3	23.85
1111	101	4	10.89
244	119	59	550.75
103	293	8	24.85
1286	142	6	53.29
526	667	5	55.95
812	12	11	50.51
207	655	6	54.37
322	170	3	16.4
251	184	4	22.42
108	614	3	10.3
107	1347	3	14.95
113	318	3	9.71
142	1918	6	59.28
929	101	3	5.64
973	108	3	13.13
631	291	3	25.93
102	470	6	19.45
58	166	14	119.71
286	131	3	11.48
151	156	3	7.51
195	177	3	11.79
862	591	5	59.75
408	202	3	19.61
12	5527	3	22.63
520	104	7	28.72
2261	189	3	29.68
157	832	3	20.84
499	523	3	28.25
266	108	3	5.23
265	521	5	44.97
778	103	3	9.34
858	278	3	27.23
2120	193	3	29.99
317	114	3	9.87
149	345	7	48.15
136	591	3	16.9
1010	494	3	32.16
101	1673	3	8.89
9	166	43	225.92
358	127	9	59.8
160	120	5	10.96
447	1542	3	34.41
151	129	3	5.21
179	178	4	16.76
996	129	4	27.9
535	103	5	17.02
823	745	3	33.29
231	169	3	12.86
167	116	4	7.38
2298	109	6	50.02
1509	106	5	30.79
365	125	5	26.63
101	570	4	6.17
1021	545	3	33.17
162	12	37	97.33
150	1165	3	22.57
1886	9	7	54.49
684	278	6	61.21
191	12	8	5.46
210	103	15	48.75
203	202	4	20.47
133	320	14	104.72
673	101	4	7.27
548	106	4	14.02
1293	109	6	40.39
123	1073	5	36.71
518	177	4	28.24
1494	116	3	19.34
309	807	3	28.22
102	698	3	7.91
199	199	5	27.37
105	122	11	10.25
2865	113	3	23.44
129	147	3	5.13
1352	1006	3	38.29
1248	103	4	18.55
328	103	27	168.42
1093	110	5	31.22
101	147	21	24.61
208	687	3	23.23
1897	359	3	34.5
187	274	5	31.68
1099	1061	3	37.42
138	151	7	25.21
355	920	3	29.94
177	102	6	4.97
213	157	3	11.15
187	112	7	21.11
230	103	10	27.11
2496	534	3	38.97
284	185	3	16.33
717	189	6	53.82
193	122	5	16.1
277	271	10	91.1
452	671	5	54.59
124	309	3	11.8
1013	9	5	26.9
435	636	4	40.67
1129	4579	3	49.49
441	228	5	40.85
8	9	74	219.93
139	133	3	4.21
1480	106	3	14.42
440	116	7	39.84
114	337	3	10.27
3972	109	4	35.96
114	390	18	136.1
118	196	4	9.89
3078	3945	3	55.16
1794	230	3	30.2
17	9	5	11.04
148	1825	4	36.74
128	13	11	56.09
125	134	18	77.18
2304	123	3	23.68
418	718	3	29.34
122	114	5	4.61
178	101	47	155.43
544	109	14	95.65
6441	2124	3	58.75
109	184	4	6.03
4586	116	3	28.81
116	143	33	170.02
289	380	6	54.93
167	131	4	10.47
185	239	5	29.49
282	493	3	24.07
256	183	3	15.18
634	210	5	43.24
551	12	10	34.75
461	343	5	48.21
6615	306	3	46.09
215	132	6	25.74
12	954	3	6.25
117	221	3	6.72
1996	254	4	45.5
3605	235	4	52.8
140	365	3	14.42
149	394	7	49.91
485	147	3	17.16
3104	749	4	61.35
2106	1231	3	43.31
794	173	7	64.32
136	113	4	4.16
200	534	3	21.07
1250	272	6	68.63
345	121	6	30.58
103	144	10	11.75
3216	101	3	13.76
1126	4159	3	49.49
240	101	16	35.26
645	1936	3	38.28
152	142	5	15.13
772	103	6	26.78
157	171	5	19.49
213	318	4	27.42
213	218	3	15.06
1382	123	5	39.49
1034	585	3	33.53
416	285	4	33.57
101	356	19	72.35
108	339	3	7.24
265	2470	3	33.89
2046	180	4	40.55
172	178	4	16.16
412	1199	3	32.19
101	1125	4	10.89
573	101	4	6.17
1133	109	5	30.08
1150	134	6	50.74
715	101	3	4.34
502	153	4	25.9
2078	123	3	22.93
1171	12	3	7.44
105	894	4	17.35
354	473	4	36.76
144	187	4	14.22
322	133	3	12.79
2071	111	3	19.94
165	3115	4	45.09
192	134	5	18.45
1403	204	3	27.42
968	104	6	30.7
3089	104	3	19.16
1528	557	3	35.69
134	1426	3	21.85
144	438	4	23.73
401	258	6	53.02
644	189	4	31.08
282	12	6	6.91
1406	108	5	31.56
117	186	8	28.47
180	737	16	180.79
102	188	8	11.97
9	465	5	19.29
282	320	11	110.65
9	418	6	24.24
204	124	7	29.49
102	201	5	4.65
135	2327	3	25.98
103	162	42	182.14
101	658	7	19.76
101	1015	3	5.9
1033	134	4	28.99
376	105	4	10.98
102	454	6	19.16
344	505	4	37.24
123	304	4	17.23
876	104	4	16.07
174	314	5	32.33
269	337	3	21.4
367	107	3	7.76
116	1514	5	38.27
589	812	10	136.86
12	114	22	6.45
308	132	10	66.14
114	2728	3	23.62
105	366	3	6.55
156	180	3	9.33
1662	12	3	9.56
1488	757	3	37.07
447	716	3	29.62
412	275	4	32.73
1404	275	4	43.12
166	107	29	130.3
556	104	4	12.33
118	1248	7	56.46
116	921	7	51.14
187	142	5	19.19
925	445	3	31.23
129	154	7	22.86
173	105	13	33.62
9	2348	3	18.98
124	318	13	91.81
216	386	4	29.4
168	400	3	17.49
2754	384	3	38.21
108	171	5	6.64
382	134	11	82.06
3219	106	3	20.52
128	7	8	8.69
226	2448	4	46.16
118	1434	3	19.08
221	243	3	16.38
230	449	3	21.52
762	240	4	35.93
495	102	3	6.1
984	107	3	13.13
12	159	14	12.45
12	7	34	7.39
190	119	4	9.59
228	192	5	29.12
191	189	4	19.05
123	2528	7	75.96
16	2	4	8.23
283	228	3	18.04
455	124	3	14.01
12	562	6	14.55
1030	101	3	6.18
2891	109	6	55.71
773	104	5	20.68
230	132	5	20.56
180	1528	4	37.97
108	422	3	8.35
342	255	4	30.5
2294	180	3	29.04
1485	9	3	15.11
109	466	3	9.7
1153	12	3	7.44
738	473	5	55.64
184	246	4	21.97
1138	196	12	146.74
141	175	4	12.24
2303	109	5	38.88
665	141	3	17.97
701	101	3	4.16
101	842	9	35.71
354	265	4	31.04
420	497	6	63.29
237	122	3	8.59
140	518	3	16.36
2523	2791	5	92.94
3585	282	3	38.45
215	103	45	259
145	117	7	15.99
511	120	5	27.12
583	108	15	103.99
4018	1176	3	49.86
12	1074	3	6.8
102	579	4	11.26
1755	108	8	66.67
334	12	5	6.54
9	122	10	10.49
1186	262	4	40.61
258	117	3	8.16
179	110	6	13.23
924	4070	3	48.48
138	1805	3	24.14
149	3106	4	43.55
313	308	3	22.41
187	982	9	96.14
449	101	8	19.34
167	104	17	46.15
1723	179	3	26.89
226	6271	3	42.9
1929	103	4	22.96
